# M_IMBH = 100 M_solar, rho0 = 226.00; gamma = 2.33
# First row contains values for alpha and r_t [pc]
# Remaining columns are: relative energy E [(km/s)^2], f(E) [(km/s)^-3 M_sun pc^-3]
2.000000000000000000e+00 2.522784438971018977e-06
1.705695084343625267e-02 7.688475489453082924e-14
1.717465578848811208e-02 7.767493802902208494e-14
1.729317298036045503e-02 7.847548220808043136e-14
1.741250802412703039e-02 7.928654251051714081e-14
1.753266656354051864e-02 8.010827653686363734e-14
1.765365428129948150e-02 8.094084445295155583e-14
1.777547689931708100e-02 8.178440903428210366e-14
1.789814017899171369e-02 8.263913571120504618e-14
1.802164992147944553e-02 8.350519261492218429e-14
1.814601196796842425e-02 8.438275062431798741e-14
1.827123219995508210e-02 8.527198341365255873e-14
1.839731653952232301e-02 8.617306750111864924e-14
1.852427094961957635e-02 8.708618229828497280e-14
1.865210143434480050e-02 8.801151016044041293e-14
1.878081403922846407e-02 8.894923643786286300e-14
1.891041485151944215e-02 8.989954952801714259e-14
1.904091000047290760e-02 9.086264092871498333e-14
1.917230565764017555e-02 9.183870529224336995e-14
1.930460803716062962e-02 9.282794048048679557e-14
1.943782339605557019e-02 9.383054762105799680e-14
1.957195803452414090e-02 9.484673116445995080e-14
1.970701829624129514e-02 9.587669894229748669e-14
1.984301056865777832e-02 9.692066222655982908e-14
1.997994128330225078e-02 9.797883578994365557e-14
2.011781691608543685e-02 9.905143796390417170e-14
2.025664398760640764e-02 1.001386906938531852e-13
2.039642906346091425e-02 1.012408196060564799e-13
2.053717875455196226e-02 1.023580540716659958e-13
2.067889971740242624e-02 1.034906272771920560e-13
2.082159865446985697e-02 1.046387762893166198e-13
2.096528231446349519e-02 1.058027421226562331e-13
2.110995749266337054e-02 1.069827698129640159e-13
2.125563103124176317e-02 1.081791084799480447e-13
2.140230981958673659e-02 1.093920113974753285e-13
2.155000079462797077e-02 1.106217360729088626e-13
2.169871094116482269e-02 1.118685443247804759e-13
2.184844729219668699e-02 1.131327023552646313e-13
2.199921692925559460e-02 1.144144808235133210e-13
2.215102698274112880e-02 1.157141549314864677e-13
2.230388463225761037e-02 1.170320044961987851e-13
2.245779710695370440e-02 1.183683140300368623e-13
2.261277168586427536e-02 1.197233728228646902e-13
2.276881569825463594e-02 1.210974750323776439e-13
2.292593652396719348e-02 1.224909197727944299e-13
2.308414159377042071e-02 1.239040111976306071e-13
2.324343838971034207e-02 1.253370585953703506e-13
2.340383444546434780e-02 1.267903764691645760e-13
2.356533734669750274e-02 1.282642846249497828e-13
2.372795473142129061e-02 1.297591082734845488e-13
2.389169429035481115e-02 1.312751781329903813e-13
2.405656376728856211e-02 1.328128305260885099e-13
2.422257095945064623e-02 1.343724074744191198e-13
2.438972371787546597e-02 1.359542568020860838e-13
2.455802994777512779e-02 1.375587322262184713e-13
2.472749760891323687e-02 1.391861934661863090e-13
2.489813471598135985e-02 1.408370063551814848e-13
2.506994933897808281e-02 1.425115429572474717e-13
2.524294960359061216e-02 1.442101816745709492e-13
2.541714369157914086e-02 1.459333073594425977e-13
2.559253984116374378e-02 1.476813114231999249e-13
2.576914634741402088e-02 1.494545919447351975e-13
2.594697156264133206e-02 1.512535537948879762e-13
2.612602389679390125e-02 1.530786087673602054e-13
2.630631181785448788e-02 1.549301757090157388e-13
2.648784385224088253e-02 1.568086806382415601e-13
2.667062858520915722e-02 1.587145568751159410e-13
2.685467466125965319e-02 1.606482451591204226e-13
2.703999078454587257e-02 1.626101937753539002e-13
2.722658571928607274e-02 1.646008587013696018e-13
2.741446829017779932e-02 1.666207037580179905e-13
2.760364738281516003e-02 1.686702007485840318e-13
2.779413194410915514e-02 1.707498295971943914e-13
2.798593098271074178e-02 1.728600784943881474e-13
2.817905356943688558e-02 1.750014440327676957e-13
2.837350883769959933e-02 1.771744313460083856e-13
2.856930598393778858e-02 1.793795542892735078e-13
2.876645426805230985e-02 1.816173356019829314e-13
2.896496301384382174e-02 1.838883070617430653e-13
2.916484160945376908e-02 1.861930096443608427e-13
2.936609950780832631e-02 1.885319936914455639e-13
2.956874622706554684e-02 1.909058190609263082e-13
2.977279135106545085e-02 1.933150552953204082e-13
2.997824452978327739e-02 1.957602818224790869e-13
3.018511547978589699e-02 1.982420881323415260e-13
3.039341398469127403e-02 2.007610739531555369e-13
3.060314989563125282e-02 2.033178494403787739e-13
3.081433313171739671e-02 2.059130353633683849e-13
3.102697368051012330e-02 2.085472632771059588e-13
3.124108159849097940e-02 2.112211757315338702e-13
3.145666701153836120e-02 2.139354264721349413e-13
3.167374011540631529e-02 2.166906806435930529e-13
3.189231117620675710e-02 2.194876150007523974e-13
3.211239053089499917e-02 2.223269181254731458e-13
3.233398858775857199e-02 2.252092906280320542e-13
3.255711582690953149e-02 2.281354453626612253e-13
3.278178280078007656e-02 2.311061076490821867e-13
3.300800013462160815e-02 2.341220154957421426e-13
3.323577852700716762e-02 2.371839198380108903e-13
3.346512875033753887e-02 2.402925847890539358e-13
3.369606165135059783e-02 2.434487878741078250e-13
3.392858815163436043e-02 2.466533202682074795e-13
3.416271924814346522e-02 2.499069870284286647e-13
3.439846601371922968e-02 2.532106073491905913e-13
3.463583959761339787e-02 2.565650148247415181e-13
3.487485122601537146e-02 2.599710577271465695e-13
3.511551220258316702e-02 2.634295992820022711e-13
3.535783390897793282e-02 2.669415179395513063e-13
3.560182780540230990e-02 2.705077076142861036e-13
3.584750543114238741e-02 2.741290779729057870e-13
3.609487840511344664e-02 2.778065547397389851e-13
3.634395842640943813e-02 2.815410799951497422e-13
